product_id,product_name,category,brand,price,stock_quantity,description,created_at
2865,Smart Shoes,Garden & Outdoor,Philips,258.39,28,List role show economic road join ahead which modern how record likely long forward send.,2023-01-05 14:04:00
2866,Elite Shirt,Beds & Frames,Dell,135.33,116,Tv bed would special finally drive war term dinner may plant issue anyone.,2022-01-02 00:24:00
2867,Flex Stand,Casual Shoes,Dell,799.81,44,Cover data difference cut very hold modern debate model response meet allow eye bed should.,2023-03-09 12:33:00
2868,Advanced Lamp,Running Shoes,Sony,279.68,68,Level sound feeling manager bar year quality though system certain cultural visit soon investment above.,2022-02-03 05:12:00
2869,Classic Shoes,Snacks & Candy,Coca-Cola,706.71,305,Enter speech account happen easy garden onto authority color phone ask happen hit model send.,2022-06-26 13:16:00
2870,Advanced Sneaker,Exercise & Fitness,Nike,27.05,88,Attack house wind determine from boy market hair become Congress here.,2023-04-09 07:12:00
2871,Lite Sneaker,Snacks & Candy,Campbell's,1524.37,413,Entire three somebody do prepare throw street population.,2022-05-13 16:42:00
2872,Ultra Shoes,4K TVs,LG,43.35,441,Close large anything clear information military forget.,2022-04-21 08:32:00
2873,Pro Cover,Running Shoes,Samsung,1963.68,431,Third ever require player detail occur Congress buy herself arrive save husband how six western.,2022-11-23 05:32:00
2874,Flex Shoes,Action Cameras,Lenovo,93.99,75,Voice something learn modern everything operation local consumer.,2022-10-04 07:14:00
2875,Compact Mat,Treadmills,Lenovo,318.85,117,Yeah think industry very middle method least.,2022-09-10 02:29:00
2876,Essential Mouse,4K TVs,Dell,822.39,175,Draw writer everyone loss type yeah quite street all imagine account.,2022-04-17 21:51:00
2877,Elite Keyboard,Team Sports,Under Armour,272.23,177,Record available increase special yard college base thousand control tough our.,2023-04-09 13:48:00
2878,Classic Keyboard,Vitamins & Supplements,CVS Health,423.0,429,Ten drug design war traditional include hold image safe one us six.,2022-02-03 01:59:00
2879,Lite Shirt,DSLR Cameras,Bose,295.0,286,Director floor among meeting project benefit week.,2022-09-28 20:35:00
2880,Eco Shoes,Vitamins & Supplements,Boost,328.12,316,Amount treatment half recent machine anyone key participant eat second their not former.,2022-02-17 13:45:00
2881,Advanced Case,Makeup,Revlon,277.89,477,Within pass room company ask executive camera very owner instead.,2022-09-16 15:17:00
2882,Smart Lamp,Video Games,HarperCollins,1652.64,252,North name think trip between cell dinner operation.,2023-05-27 10:40:00
2883,Advanced Blender,Exercise & Fitness,The North Face,236.42,402,Line out carry about individual require evidence recent suffer must artist their heart beautiful system garden.,2023-04-13 17:24:00
2884,Max Speaker,Protein & Supplements,Dell,1965.82,195,Method course expect century computer sing concern possible.,2022-03-12 00:02:00
2885,Eco Lamp,Board Games,Crayola,270.36,452,Explain get simple perhaps foot poor peace fight take nothing coach.,2022-08-21 07:30:00
2886,Flex Cover,Car Electronics,Pioneer,79.38,142,American who toward happen unit audience down citizen city music professor set most.,2022-07-15 19:30:00
2887,Signature Mouse,Car Accessories,Meguiar's,10.94,165,Bed authority offer no cold short need adult.,2022-01-19 04:15:00
2888,Max Camera,Ultrabooks,Apple,176.1,406,Any never student style management foreign program base policy manager behind quality.,2022-02-04 09:17:00
2889,Compact Speaker,Cameras,Apple,680.89,302,Civil cell fly maybe process majority speech way base box name shake with.,2022-04-03 08:28:00
2890,Compact Charger,Car Accessories,Bosch,631.82,34,High side toward good food argue morning employee continue level interesting itself audience something institution.,2023-05-12 17:45:00
2891,Ultra Speaker,Soundbars,Samsung,1658.95,25,Shoulder be term officer which American that could training.,2022-04-25 08:12:00
2892,Smart Mat,Face Moisturizers,HP,153.76,75,Region end never draw leg agent analysis decide child few certainly without cause local.,2022-11-25 18:34:00
2893,Essential Shoes,Snacks & Candy,Campbell's,39.27,356,Time mention in each the to instead read life room theory huge offer.,2022-05-13 18:13:00
2894,Deluxe Stand,iPhone,Dell,26.45,101,Road second baby body quite fund ability attention light country foot much win as create ever.,2022-07-08 11:36:00
2895,Compact Watch,Non-Fiction,HarperCollins,169.79,304,Image effect admit identify participant student laugh.,2023-02-05 11:06:00
2896,Pro Pants,Exercise & Fitness,Under Armour,243.4,107,Important ok make out need dark end suggest everybody process blue arm skill.,2023-01-08 06:25:00
2897,Max Camera,TV & Audio,LG,15.4,296,Red ability news skill direction example inside or history.,2022-06-30 08:24:00
2898,Ultra Headphone,Action Figures,Nerf,99.38,71,Whom last impact organization someone foreign effect.,2022-03-05 19:21:00
2899,Premium Sneaker,Android Phones,HP,261.11,400,Consider where memory mean capital accept onto scene wind coach positive.,2023-03-02 20:53:00
2900,Elite Sofa,Smartphones,Canon,504.7,88,Majority reflect offer few return source increase record admit task president whether.,2023-03-31 02:58:00
2901,Ultra Monitor,Garden & Outdoor,Rubbermaid,377.09,80,Political church for health cultural policy shoulder too today plan weight able.,2023-04-28 00:11:00
2902,Deluxe Stand,iPhone,Bose,414.84,407,Among live realize law suffer she imagine ready expert mind impact everybody car offer.,2022-03-15 23:58:00
2903,Elite Case,Fiction,Scholastic,23.46,163,Method least design prove life but nation range yeah agent stuff.,2022-12-06 16:39:00
2904,Compact Bag,Action Cameras,Sony,11.87,427,Collection run method best yard often natural money ever production perhaps sound.,2023-03-10 08:56:00
2905,Deluxe Bag,Shoes & Footwear,Levi's,64.14,17,Water about us chair gas race idea opportunity pass last reality yourself degree reason third.,2022-09-16 00:47:00
2906,Classic Blender,Furniture,Breville,1878.12,262,Century key building hear theory democratic actually.,2023-04-24 03:39:00
2907,Eco Watch,Running Shoes,Apple,7.75,221,Trade thing write deep investment majority field.,2022-03-26 12:51:00
2908,Smart Keyboard,Face Moisturizers,Apple,745.73,471,Understand computer herself child all relationship respond car recently several building culture break.,2022-04-22 08:59:00
2909,Ultra Tablet,Fiction,Oxford,130.71,373,American dark its keep suggest keep act better every government rest agreement ball conference performance.,2022-04-15 01:37:00
2910,Deluxe Mat,DSLR Cameras,LG,735.51,128,Trouble young information south say find better entire create bring season.,2023-05-10 02:36:00
2911,Classic Jacket,Running Shoes,Sony,637.16,464,Source debate traditional point for particular question hospital eat two.,2022-04-05 12:59:00
2912,Premium Blender,Team Sports,Under Armour,1475.82,249,Away after bag how walk bit material health myself light learn since father.,2022-01-02 07:58:00
2913,Deluxe Bag,Board Games,Hasbro,73.12,442,Key Mrs base hundred former unit clearly space how.,2022-03-11 23:13:00
2914,Eco Headphone,Yoga & Pilates,Asus,1998.52,446,Defense too child lose lot my listen name.,2023-04-06 02:23:00
2915,Deluxe Cover,TV & Audio,Bose,11.45,472,Recent board responsibility throughout information reason expect discuss radio response watch increase guess create.,2023-05-05 16:14:00
2916,Flex Mouse,Vitamins & Supplements,GNC,24.81,110,Significant data enter must stop significant middle drive best film own senior beyond book officer.,2023-03-06 20:29:00
2917,Elite Keyboard,Beds & Frames,Sony,6.0,210,Able certainly consider fine fill decision off middle better card couple.,2022-01-07 03:21:00
2918,Signature Sneaker,Fiction,Hachette,308.25,358,Number south I structure research face mention home whether international.,2023-05-28 15:50:00
2919,Max Shoes,Gaming Laptops,Dell,1589.11,445,Her visit race million provide environment possible season available since young attack information training enjoy.,2023-02-16 08:27:00
2920,Pro Dress,iPhone,HP,136.06,88,Institution national product along right character election design add participant.,2023-02-25 18:37:00
2921,Smart Pillow,Ultrabooks,Bose,98.54,138,Unit never simply stand admit Republican late.,2022-05-08 07:35:00
2922,Eco Speaker,Shoes & Footwear,H&M,55.64,368,Player eight hot individual five shoulder theory arrive finally present.,2022-12-01 19:40:00
2923,Classic Cover,Hair Care,L'Oreal,76.4,262,Base second organization garden up sister measure so owner age growth toward.,2023-06-01 04:55:00
2924,Pro Sofa,Action Cameras,Asus,464.1,404,Message half major drive represent police foreign response choice region likely.,2023-05-15 18:57:00
2925,Pro Mouse,Video Games,HarperCollins,1613.13,401,Strong option least rule matter bill pay say activity technology watch.,2022-09-28 06:13:00
2926,Max Sneaker,Protein & Supplements,Canon,84.04,423,Skill study sure guy him general per spend reality ten just four send mother develop pick.,2022-06-24 08:46:00
2927,Essential Mouse,Building Toys,LEGO,269.49,62,Senior professor half stop sort system study fine impact agreement team world line only allow own.,2023-03-05 17:28:00
2928,Max Speaker,TV & Audio,Sony,6.84,441,Spend ok property protect certainly data seat pass.,2022-05-12 04:00:00
2929,Pro Watch,Running Shoes,Canon,33.64,230,Day read space pay too fast during language off explain decide same radio us.,2022-09-15 18:58:00
2930,Flex Speaker,Furniture,Breville,52.59,88,Single dog then discuss community box eight work piece pass read ground begin hundred suffer color.,2022-02-20 01:35:00
2931,Deluxe Case,Furniture,IKEA,351.25,192,Reach along practice I development hospital member public serve knowledge head sport different film.,2022-08-28 17:05:00
2932,Flex Keyboard,Yoga & Pilates,LG,1962.4,216,Enough check out difficult position state appear appear.,2022-04-27 13:06:00
2933,Lite Stand,Ultrabooks,HP,1632.56,353,Particular north explain one various example task.,2022-03-25 19:50:00
2934,Essential Headphone,TV & Audio,Bose,13.22,499,Wall together probably television office score no look event everybody himself factor name site wonder.,2022-08-01 02:03:00
2935,Lite Case,Soundbars,Sony,157.23,188,General talk exist become six morning argue many represent air follow middle before middle design.,2023-01-20 06:19:00
2936,Deluxe Monitor,Laptops & Computers,Samsung,219.35,374,Father mean husband wife citizen method able explain discussion listen five eat sit.,2022-09-26 20:28:00
2937,Eco Shirt,Team Sports,Under Armour,210.74,221,While only relate particular special ahead space state reason say study.,2022-07-08 07:28:00
2938,Advanced Tablet,Men's Clothing,Adidas,237.88,107,Capital industry create large meet television take animal mother front include evidence.,2022-06-04 23:05:00
2939,Essential Charger,Kids' Clothing,Gap,719.97,450,Though mission new task theory continue billion collection store.,2023-02-05 09:38:00
2940,Eco Mat,DSLR Cameras,Bose,52.37,143,Power miss say outside standard evening evening who cause.,2022-06-02 16:46:00
2941,Compact Headphone,Car Electronics,Pioneer,79.11,412,Sign data yes home story several explain treat sea sort song.,2022-11-18 15:08:00
2942,Elite Mat,Kitchen & Dining,OXO,241.17,112,Bar seek state film upon artist identify pick face entire tax buy over success.,2023-02-11 20:54:00
2943,Smart Shirt,Running Shoes,Bose,98.63,400,Various action agreement with listen administration either here among affect accept.,2023-01-02 09:20:00
2944,Max Headphone,Men's Clothing,Levi's,85.09,61,Yet probably argue may true single central piece eight.,2023-03-10 00:59:00
2945,Eco Keyboard,Sofas & Couches,Samsung,22.86,281,Sometimes level inside gun attack kid teach range perhaps capital can also to experience budget.,2023-03-31 02:05:00
2946,Deluxe Sneaker,Makeup,Neutrogena,568.28,143,Because send give artist long upon off eye accept agree similar forget arrive myself.,2023-03-13 23:36:00
2947,Flex Jacket,Building Toys,Nerf,97.87,19,Ok point among like respond about moment art middle brother national hear.,2022-10-10 06:19:00
2948,Ultra Dress,Skincare,MAC,76.02,8,Value three character sometimes pattern condition show.,2023-01-13 20:59:00
2949,Deluxe Blender,Kitchen & Dining,iRobot,73.07,149,Song never radio strong loss along theory billion exist still page trip thing.,2022-10-26 18:59:00
2950,Premium Pillow,Team Sports,The North Face,25.31,279,Allow on general police animal hospital keep really.,2022-10-09 08:18:00
2951,Advanced Sofa,Makeup,L'Oreal,648.91,291,If system wait price style film boy country admit.,2022-12-14 20:58:00
2952,Advanced Cover,Medical Devices,Garden of Life,194.23,442,Style hope wife modern scene special key edge job phone nation lose.,2023-01-11 16:54:00
2953,Compact Stand,Women's Clothing,Adidas,94.15,248,Morning activity avoid wait sound popular minute thing fly audience.,2022-02-20 17:07:00
2954,Ultra Blender,Laptops & Computers,Lenovo,365.87,414,Left along material everyone stand father political student allow than east east adult foot heart require.,2022-06-19 07:31:00
2955,Ultra Keyboard,Makeup,L'Oreal,23.49,442,Describe ahead site social next piece his cup sort pretty never ask play computer debate.,2023-01-01 20:34:00
2956,Signature Pillow,Beds & Frames,Asus,1250.49,104,Hand run score experience per behind pay cover despite court history various if smile matter.,2022-12-19 03:29:00
2957,Pro Stand,Hair Care,Neutrogena,47.18,347,Seek east catch growth movement recent voice understand relate imagine fine effect still community everything.,2022-12-14 03:50:00
2958,Essential Sofa,Bedding & Bath,Rubbermaid,116.5,36,Meet necessary shoulder day house collection concern his perhaps right game right but.,2022-12-06 09:28:00
2959,Signature Charger,Outdoor Recreation,Patagonia,21.51,254,Floor space season card care everyone across term work clear consider recent husband than film director.,2022-05-28 07:49:00
2960,Smart Monitor,Women's Clothing,Ralph Lauren,32.96,265,Music condition shake here listen and month end message.,2022-02-20 19:19:00
2961,Deluxe Blender,iPhone,Canon,21.99,331,Finish commercial your page safe money evening product your affect course reflect group involve choose piece.,2023-05-19 14:33:00
2962,Flex Sofa,Video Games,Random House,34.27,252,Remain pressure father two themselves feel national together indeed drug.,2022-05-18 06:05:00
2963,Deluxe Keyboard,Video Games,O'Reilly,65.5,209,Then food sense structure positive interview unit wrong education four should science list any.,2022-04-08 03:52:00
2964,Lite Blender,Skincare,Olay,19.5,152,Color drop plant discuss around under between yes.,2022-08-20 01:16:00
2965,Compact Mouse,Hair Care,Revlon,56.38,104,Music fire mother now forward real nation floor situation.,2022-06-12 12:44:00
2966,Classic Pillow,Laptops & Computers,Canon,1432.54,145,Throw eat network cultural next size thought.,2023-01-14 01:08:00
2967,Max Sneaker,Building Toys,Playskool,700.28,322,Nothing board certain begin carry back laugh throw realize manager ability.,2022-04-02 11:20:00
2968,Lite Camera,Beds & Frames,LG,27.33,338,Manager follow lay pay dream standard perhaps fire into ball study physical.,2022-08-12 10:47:00
2969,Essential Jacket,Action Cameras,Canon,603.53,311,Method number fine stock knowledge level and word animal human manage dog program simple media.,2023-03-03 06:48:00
2970,Advanced Mouse,Board Games,Playskool,58.23,117,Particularly already price although remain eye first difficult bring American what relationship Congress you.,2022-01-24 05:50:00
2971,Deluxe Tablet,Medical Devices,Garden of Life,47.05,141,Than level feel where tree while difficult.,2022-12-27 00:11:00
2972,Compact Backpack,Face Moisturizers,HP,195.17,174,Take knowledge wish myself group only religious report goal.,2022-03-23 08:38:00
2973,Max Pants,Skincare,Neutrogena,1917.01,339,Rule act sister among reduce game present student space protect.,2023-05-07 03:43:00
2974,Ultra Watch,Sofas & Couches,Sony,1138.33,88,I father task different protect go focus discuss.,2023-02-15 05:29:00
2975,Max Dress,Men's Clothing,Gap,1779.15,177,Player light wear rest everybody rule newspaper answer help fish pick task ground manager.,2022-01-25 05:07:00
2976,Premium Tablet,Medical Devices,Ensure,1736.31,146,Movie face perhaps material difference represent open avoid.,2022-01-17 12:18:00
2977,Pro Mat,Building Toys,Hasbro,73.83,145,Doctor officer apply but computer eat begin action style interest financial.,2022-01-21 23:19:00
2978,Classic Charger,Smartphones,Apple,92.63,131,By allow wish friend imagine huge table itself meet believe issue point begin series ready box.,2022-12-24 22:24:00
2979,Max Case,Soundbars,Asus,119.53,493,Attention star pay second couple life reason produce purpose pull worker life government.,2022-01-26 09:28:00
2980,Ultra Charger,Gaming Laptops,Canon,137.67,426,Court early dream top fire arrive production senior military food peace build since increase.,2022-08-17 16:30:00
2981,Lite Mat,Smartphones,LG,1386.88,296,Get tell debate leave audience population top along us really modern new than.,2022-01-13 17:32:00
2982,Premium Shoes,Protein & Supplements,Apple,86.14,369,Future according suggest catch research step rest body few join live recognize.,2023-05-03 16:39:00
2983,Premium Speaker,Garden & Outdoor,IKEA,88.87,392,Black rise drug project thousand affect heavy civil white arm someone describe institution father scientist buy.,2023-02-28 16:20:00
2984,Ultra Backpack,Shoes & Footwear,H&M,154.49,133,Grow scene course discussion although participant ahead industry add clear feeling form occur wait these area.,2023-03-01 21:16:00
2985,Essential Shoes,Yoga & Pilates,LG,658.81,467,Dark particularly television may this economic purpose wall.,2022-02-04 09:34:00
2986,Eco Keyboard,Men's Clothing,Nike,28.13,444,Close especially avoid general experience friend series key according available unit media.,2023-02-23 13:40:00
2987,Smart Charger,Fiction,Scholastic,11.9,456,Door ten despite popular few thought computer measure finish nearly actually foreign identify we hard set.,2023-05-24 15:00:00
2988,Lite Keyboard,Shoes & Footwear,Ralph Lauren,433.35,195,Beat maybe class care until us now imagine step according degree.,2022-12-08 17:36:00
2989,Elite Charger,Men's Clothing,Zara,1276.77,237,Cultural challenge never create however establish at model environmental degree.,2023-02-14 15:48:00
2990,Compact Speaker,Ultrabooks,Dell,21.61,314,Evening out down head visit so social eye necessary.,2022-08-19 07:17:00
2991,Flex Blender,4K TVs,Dell,435.88,138,Decade activity Republican picture large catch either fast clearly course fly very task same trouble.,2022-04-08 18:34:00
2992,Max Headphone,Protein & Supplements,Samsung,97.04,49,Agreement sometimes team ability method mention sell.,2022-04-18 18:11:00
2993,Elite Keyboard,Kids' Clothing,H&M,325.91,131,If foot rock as and newspaper send so.,2023-01-21 16:45:00
2994,Signature Backpack,Cameras,LG,74.83,263,Many fear reality once study concern dream establish.,2022-02-12 21:50:00
2995,Essential Keyboard,Protein & Supplements,Dell,451.19,142,When organization us usually question office north sport these environment owner debate free order yard.,2023-01-07 10:18:00
2996,Classic Mat,Car Accessories,Michelin,52.71,180,Trip recent ten the pretty light always room evening.,2023-01-21 13:43:00
2997,Essential Keyboard,Snacks & Candy,Kellogg's,1667.09,324,Expect four rest wonder town already themselves available carry feeling laugh author second century reality.,2022-03-01 07:51:00
2998,Compact Bag,Kitchen & Dining,IKEA,1401.52,358,Might himself structure hand charge glass officer thought scientist report note subject military deal.,2023-04-14 18:16:00
2999,Max Keyboard,Women's Clothing,Levi's,1920.54,389,Court subject dog dog make to much however create plant.,2023-04-15 13:18:00
3000,Classic Blender,Snacks & Candy,Kraft,401.91,451,Seek important ok speak here hour them.,2022-05-06 13:28:00
